"Valodas,""PAVISAM"",""Rīgas statistiskais reģions"",""Pierīgas statistiskais reģions"",""Vidzemes statistiskais reģions"",""Kurzemes statistiskais reģions"",""Zemgales statistiskais reģions"",""Latgales statistiskais reģions"",""vīrieši"",""sievietes"",""18-24 gadi"",""25-34 gadi"",""35-54 gadi"",""55-64 gadi"",""65-69 gadi"",""augstākā izglītība"",""vidējā izglītība"",""zemāka par vidējo vai nav formālās izglītības"",""nodarbinātie"",""darba meklētāji"",""ekonomiski neaktīvi"""
Angļu,64.0,73.8,69.8,60.8,57.7,60.0,42.8,63.6,64.4,92.6,88.8,67.0,37.3,30.8,85.4,53.0,41.3,68.0,55.6,45.9
